STATEFP,COUNTYFP,POSTALCODE,COUNTY,MEDIAN_INCOME
48,133,TX,Eastland County,"44,773.00"
48,135,TX,Ector County,"60,431.00"
48,137,TX,Edwards County,"37,812.00"
48,139,TX,Ellis County,"76,792.00"
48,141,TX,El Paso County,"43,948.00"
48,143,TX,Erath County,"47,087.00"
48,145,TX,Falls County,"37,428.00"
48,147,TX,Fannin County,"53,111.00"
48,149,TX,Fayette County,"55,776.00"
48,151,TX,Fisher County,"45,261.00"
48,153,TX,Floyd County,"39,891.00"
48,155,TX,Foard County,"37,648.00"
48,157,TX,Fort Bend County,"92,310.00"
48,159,TX,Franklin County,"48,222.00"
48,161,TX,Freestone County,"49,317.00"
48,163,TX,Frio County,"41,038.00"
48,165,TX,Gaines County,"56,321.00"
48,167,TX,Galveston County,"71,959.00"
48,169,TX,Garza County,"46,490.00"
48,171,TX,Gillespie County,"61,433.00"
48,173,TX,Glasscock County,"83,330.00"
48,175,TX,Goliad County,"55,008.00"
48,177,TX,Gonzales County,"49,829.00"
48,179,TX,Gray County,"49,121.00"
48,181,TX,Grayson County,"51,403.00"
48,183,TX,Gregg County,"50,610.00"
48,185,TX,Grimes County,"49,498.00"
48,187,TX,Guadalupe County,"73,864.00"
48,189,TX,Hale County,"42,782.00"
48,191,TX,Hall County,"32,597.00"
48,193,TX,Hamilton County,"49,210.00"
48,195,TX,Hansford County,"57,240.00"
48,197,TX,Hardeman County,"42,469.00"
48,199,TX,Hardin County,"60,909.00"
48,201,TX,Harris County,"60,241.00"
48,203,TX,Harrison County,"50,131.00"
48,205,TX,Hartley County,"72,451.00"
48,207,TX,Haskell County,"40,880.00"
48,209,TX,Hays County,"68,180.00"
48,211,TX,Hemphill County,"66,849.00"
48,213,TX,Henderson County,"43,337.00"
48,215,TX,Hidalgo County,"38,785.00"
48,217,TX,Hill County,"48,670.00"
48,219,TX,Hockley County,"46,764.00"
48,221,TX,Hood County,"60,917.00"
48,223,TX,Hopkins County,"52,079.00"
48,225,TX,Houston County,"39,533.00"
48,227,TX,Howard County,"50,423.00"
48,229,TX,Hudspeth County,"42,671.00"
48,231,TX,Hunt County,"53,360.00"
48,233,TX,Hutchinson County,"54,351.00"
48,235,TX,Irion County,"56,775.00"
48,237,TX,Jack County,"48,780.00"
48,239,TX,Jackson County,"54,088.00"
48,241,TX,Jasper County,"47,551.00"
48,243,TX,Jeff Davis County,"51,343.00"
48,245,TX,Jefferson County,"48,121.00"
48,247,TX,Jim Hogg County,"36,176.00"
48,249,TX,Jim Wells County,"41,919.00"
48,251,TX,Johnson County,"62,635.00"
48,253,TX,Jones County,"43,903.00"
48,255,TX,Karnes County,"48,743.00"
48,257,TX,Kaufman County,"67,434.00"
48,259,TX,Kendall County,"90,937.00"
48,261,TX,Kenedy County,"42,153.00"
48,263,TX,Kent County,"47,625.00"
48,265,TX,Kerr County,"53,704.00"
48,267,TX,Kimble County,"42,503.00"
48,269,TX,King County,"57,925.00"
48,271,TX,Kinney County,"43,192.00"
48,273,TX,Kleberg County,"42,605.00"
48,275,TX,Knox County,"39,726.00"
48,277,TX,Lamar County,"45,767.00"
48,279,TX,Lamb County,"42,700.00"
48,281,TX,Lampasas County,"55,151.00"
48,283,TX,La Salle County,"40,072.00"
48,285,TX,Lavaca County,"51,128.00"
48,287,TX,Lee County,"55,834.00"
48,289,TX,Leon County,"47,065.00"
48,291,TX,Liberty County,"52,577.00"
48,293,TX,Limestone County,"43,226.00"
48,295,TX,Lipscomb County,"57,332.00"
48,297,TX,Live Oak County,"48,814.00"
48,299,TX,Llano County,"54,019.00"
48,301,TX,Loving County,"78,637.00"
48,303,TX,Lubbock County,"50,377.00"
48,305,TX,Lynn County,"43,436.00"
48,307,TX,McCulloch County,"42,719.00"
48,309,TX,McLennan County,"48,858.00"
48,311,TX,McMullen County,"64,633.00"
48,313,TX,Madison County,"45,445.00"
48,315,TX,Marion County,"38,011.00"
48,317,TX,Martin County,"56,484.00"
48,319,TX,Mason County,"49,560.00"
48,321,TX,Matagorda County,"48,830.00"
48,323,TX,Maverick County,"35,594.00"
48,325,TX,Medina County,"59,304.00"
48,327,TX,Menard County,"35,881.00"
48,329,TX,Midland County,"80,189.00"
48,331,TX,Milam County,"46,720.00"
48,333,TX,Mills County,"47,068.00"
48,335,TX,Mitchell County,"48,529.00"
48,337,TX,Montague County,"50,542.00"
48,339,TX,Montgomery County,"77,598.00"
48,341,TX,Moore County,"53,785.00"
48,343,TX,Morris County,"41,418.00"
48,345,TX,Motley County,"41,009.00"
48,347,TX,Nacogdoches County,"45,357.00"
48,349,TX,Navarro County,"46,259.00"
48,351,TX,Newton County,"43,367.00"
48,353,TX,Nolan County,"42,522.00"
48,355,TX,Nueces County,"53,034.00"
48,357,TX,Ochiltree County,"49,845.00"
48,359,TX,Oldham County,"56,590.00"
48,361,TX,Orange County,"56,556.00"
48,363,TX,Palo Pinto County,"46,067.00"
48,365,TX,Panola County,"51,192.00"
48,367,TX,Parker County,"73,718.00"
48,369,TX,Parmer County,"50,539.00"
48,371,TX,Pecos County,"47,008.00"
48,373,TX,Polk County,"46,017.00"
48,375,TX,Potter County,"41,912.00"
48,377,TX,Presidio County,"37,738.00"
48,379,TX,Rains County,"47,572.00"
48,381,TX,Randall County,"69,600.00"
48,383,TX,Reagan County,"65,273.00"
48,385,TX,Real County,"39,506.00"
48,387,TX,Red River County,"42,233.00"
48,389,TX,Reeves County,"45,341.00"
48,391,TX,Refugio County,"44,821.00"
48,393,TX,Roberts County,"67,470.00"
48,395,TX,Robertson County,"44,917.00"
48,397,TX,Rockwall County,"102,858.00"
48,399,TX,Runnels County,"42,205.00"
48,401,TX,Rusk County,"49,788.00"
48,403,TX,Sabine County,"40,641.00"
48,405,TX,San Augustine County,"38,826.00"
48,407,TX,San Jacinto County,"47,028.00"
48,409,TX,San Patricio County,"53,559.00"
48,411,TX,San Saba County,"43,827.00"
48,413,TX,Schleicher County,"47,317.00"
48,415,TX,Scurry County,"53,059.00"
48,417,TX,Shackelford County,"57,126.00"
48,419,TX,Shelby County,"41,961.00"
48,421,TX,Sherman County,"57,052.00"
48,423,TX,Smith County,"56,848.00"
48,425,TX,Somervell County,"63,929.00"
48,427,TX,Starr County,"30,490.00"
48,429,TX,Stephens County,"43,115.00"
48,431,TX,Sterling County,"59,064.00"
48,433,TX,Stonewall County,"46,915.00"
48,435,TX,Sutton County,"54,774.00"
48,437,TX,Swisher County,"43,084.00"
48,439,TX,Tarrant County,"66,059.00"
48,441,TX,Taylor County,"48,040.00"
48,443,TX,Terrell County,"41,413.00"
48,445,TX,Terry County,"41,268.00"
48,447,TX,Throckmorton County,"42,701.00"
48,449,TX,Titus County,"45,604.00"
48,451,TX,Tom Green County,"51,393.00"
48,453,TX,Travis County,"76,255.00"
48,455,TX,Trinity County,"40,486.00"
48,457,TX,Tyler County,"44,041.00"
48,459,TX,Upshur County,"48,554.00"
48,461,TX,Upton County,"53,867.00"
48,463,TX,Uvalde County,"39,725.00"
48,465,TX,Val Verde County,"44,276.00"
48,467,TX,Van Zandt County,"51,152.00"
48,469,TX,Victoria County,"51,646.00"
48,471,TX,Walker County,"43,681.00"
48,473,TX,Waller County,"59,807.00"
48,475,TX,Ward County,"53,621.00"
48,477,TX,Washington County,"54,332.00"
48,479,TX,Webb County,"44,919.00"
48,481,TX,Wharton County,"48,040.00"
48,483,TX,Wheeler County,"48,018.00"
48,485,TX,Wichita County,"47,477.00"
48,487,TX,Wilbarger County,"44,735.00"
48,489,TX,Willacy County,"33,171.00"
48,491,TX,Williamson County,"87,817.00"
48,493,TX,Wilson County,"71,207.00"
48,495,TX,Winkler County,"56,781.00"
48,497,TX,Wise County,"66,387.00"
48,499,TX,Wood County,"48,384.00"
48,501,TX,Yoakum County,"61,560.00"
48,503,TX,Young County,"49,301.00"
48,505,TX,Zapata County,"33,160.00"
48,507,TX,Zavala County,"30,076.00"
49,000,UT,Utah,"71,381.00"
49,001,UT,Beaver County,"55,940.00"
49,003,UT,Box Elder County,"62,689.00"
49,005,UT,Cache County,"60,315.00"
49,007,UT,Carbon County,"51,394.00"
49,009,UT,Daggett County,"58,910.00"
49,011,UT,Davis County,"84,381.00"
49,013,UT,Duchesne County,"60,767.00"
49,015,UT,Emery County,"54,213.00"
49,017,UT,Garfield County,"51,028.00"
49,019,UT,Grand County,"50,750.00"
49,021,UT,Iron County,"51,393.00"
49,023,UT,Juab County,"65,379.00"
49,025,UT,Kane County,"52,355.00"
49,027,UT,Millard County,"58,644.00"
49,029,UT,Morgan County,"98,875.00"
49,031,UT,Piute County,"40,387.00"
49,033,UT,Rich County,"60,695.00"
49,035,UT,Salt Lake County,"73,619.00"
49,037,UT,San Juan County,"42,982.00"
49,039,UT,Sanpete County,"52,910.00"
49,041,UT,Sevier County,"54,339.00"
49,043,UT,Summit County,"105,374.00"
49,045,UT,Tooele County,"73,584.00"
49,047,UT,Uintah County,"63,631.00"
49,049,UT,Utah County,"75,296.00"
49,051,UT,Wasatch County,"85,380.00"
49,053,UT,Washington County,"57,069.00"
49,055,UT,Wayne County,"47,175.00"
49,057,UT,Weber County,"68,106.00"
50,000,VT,Vermont,"60,917.00"
50,001,VT,Addison County,"68,878.00"
50,003,VT,Bennington County,"52,510.00"
50,005,VT,Caledonia County,"50,368.00"
50,007,VT,Chittenden County,"74,240.00"
50,009,VT,Essex County,"43,671.00"
50,011,VT,Franklin County,"61,129.00"
50,013,VT,Grand Isle County,"67,746.00"
50,015,VT,Lamoille County,"60,230.00"
50,017,VT,Orange County,"62,300.00"
50,019,VT,Orleans County,"48,688.00"
50,021,VT,Rutland County,"51,723.00"
50,023,VT,Washington County,"61,808.00"
50,025,VT,Windham County,"54,441.00"
50,027,VT,Windsor County,"57,438.00"
51,000,VA,Virginia,"72,600.00"
51,001,VA,Accomack County,"42,879.00"
51,003,VA,Albemarle County,"80,392.00"
51,005,VA,Alleghany County,"46,538.00"
51,007,VA,Amelia County,"57,280.00"
51,009,VA,Amherst County,"50,580.00"
51,011,VA,Appomattox County,"51,131.00"
51,013,VA,Arlington County,"120,950.00"
51,015,VA,Augusta County,"60,556.00"
51,017,VA,Bath County,"50,564.00"
51,019,VA,Bedford County,"61,186.00"
51,021,VA,Bland County,"47,681.00"
51,023,VA,Botetourt County,"71,874.00"
51,025,VA,Brunswick County,"41,803.00"
51,027,VA,Buchanan County,"32,144.00"
51,029,VA,Buckingham County,"45,889.00"
51,031,VA,Campbell County,"51,525.00"
51,033,VA,Caroline County,"67,335.00"
51,035,VA,Carroll County,"41,517.00"
51,036,VA,Charles City County,"56,872.00"
51,037,VA,Charlotte County,"41,382.00"
51,041,VA,Chesterfield County,"80,734.00"
51,043,VA,Clarke County,"84,021.00"
51,045,VA,Craig County,"50,858.00"
51,047,VA,Culpeper County,"72,111.00"
51,049,VA,Cumberland County,"46,300.00"
51,051,VA,Dickenson County,"35,047.00"
51,053,VA,Dinwiddie County,"57,257.00"
51,057,VA,Essex County,"50,785.00"
51,059,VA,Fairfax County,"122,035.00"
51,061,VA,Fauquier County,"93,462.00"
51,063,VA,Floyd County,"48,315.00"
51,065,VA,Fluvanna County,"73,463.00"
51,067,VA,Franklin County,"53,522.00"
51,069,VA,Frederick County,"77,684.00"
51,071,VA,Giles County,"50,591.00"
51,073,VA,Gloucester County,"70,938.00"
51,075,VA,Goochland County,"89,331.00"
51,077,VA,Grayson County,"37,550.00"
51,079,VA,Greene County,"67,498.00"
51,081,VA,Greensville County,"43,533.00"
51,083,VA,Halifax County,"43,096.00"
51,085,VA,Hanover County,"91,028.00"
51,087,VA,Henrico County,"68,581.00"
51,089,VA,Henry County,"36,471.00"
51,091,VA,Highland County,"45,089.00"
51,093,VA,Isle of Wight County,"72,993.00"
51,095,VA,James City County,"86,541.00"
51,097,VA,King and Queen County,"51,124.00"
51,099,VA,King George County,"86,619.00"
51,101,VA,King William County,"68,724.00"
51,103,VA,Lancaster County,"52,814.00"
51,105,VA,Lee County,"34,796.00"
51,107,VA,Loudoun County,"140,382.00"
51,109,VA,Louisa County,"63,714.00"
51,111,VA,Lunenburg County,"41,421.00"
51,113,VA,Madison County,"60,450.00"
51,115,VA,Mathews County,"61,764.00"
51,117,VA,Mecklenburg County,"44,832.00"
51,119,VA,Middlesex County,"54,871.00"
51,121,VA,Montgomery County,"52,538.00"
51,125,VA,Nelson County,"56,690.00"
51,127,VA,New Kent County,"90,858.00"
51,131,VA,Northampton County,"43,157.00"
51,133,VA,Northumberland County,"55,418.00"
51,135,VA,Nottoway County,"46,368.00"
51,137,VA,Orange County,"63,681.00"
51,139,VA,Page County,"49,073.00"
51,141,VA,Patrick County,"42,862.00"
51,143,VA,Pittsylvania County,"44,710.00"
51,145,VA,Powhatan County,"88,475.00"
51,147,VA,Prince Edward County,"48,450.00"
51,149,VA,Prince George County,"68,133.00"
51,153,VA,Prince William County,"106,200.00"
51,155,VA,Pulaski County,"50,834.00"
51,157,VA,Rappahannock County,"71,035.00"
51,159,VA,Richmond County,"49,399.00"
51,161,VA,Roanoke County,"68,734.00"
51,163,VA,Rockbridge County,"53,413.00"
51,165,VA,Rockingham County,"61,375.00"
51,167,VA,Russell County,"38,966.00"
51,169,VA,Scott County,"40,161.00"
51,171,VA,Shenandoah County,"55,283.00"
51,173,VA,Smyth County,"40,972.00"
51,175,VA,Southampton County,"52,741.00"
51,177,VA,Spotsylvania County,"86,695.00"
51,179,VA,Stafford County,"108,421.00"
51,181,VA,Surry County,"54,663.00"
51,183,VA,Sussex County,"43,031.00"
51,185,VA,Tazewell County,"42,074.00"
51,187,VA,Warren County,"65,635.00"
51,191,VA,Washington County,"45,510.00"
51,193,VA,Westmoreland County,"51,414.00"
51,195,VA,Wise County,"38,045.00"
51,197,VA,Wythe County,"46,345.00"
51,199,VA,York County,"86,317.00"
51,510,VA,Alexandria city,"99,425.00"
51,520,VA,Bristol city,"36,903.00"
51,530,VA,Buena Vista city,"43,390.00"
51,540,VA,Charlottesville city,"56,997.00"
51,550,VA,Chesapeake city,"78,846.00"
51,570,VA,Colonial Heights city,"56,800.00"
51,580,VA,Covington city,"40,504.00"
51,590,VA,Danville city,"36,015.00"
51,595,VA,Emporia city,"36,908.00"
51,600,VA,Fairfax city,"105,532.00"
51,610,VA,Falls Church city,"137,551.00"
51,620,VA,Franklin city,"37,327.00"
51,630,VA,Fredericksburg city,"58,448.00"
51,640,VA,Galax city,"36,571.00"
51,650,VA,Hampton city,"54,763.00"
51,660,VA,Harrisonburg city,"42,640.00"
51,670,VA,Hopewell city,"42,568.00"
51,678,VA,Lexington city,"48,726.00"
51,680,VA,Lynchburg city,"43,200.00"
51,683,VA,Manassas city,"79,141.00"
51,685,VA,Manassas Park city,"77,032.00"
51,690,VA,Martinsville city,"33,892.00"
51,700,VA,Newport News city,"50,283.00"
51,710,VA,Norfolk city,"48,519.00"
51,720,VA,Norton city,"34,442.00"
51,730,VA,Petersburg city,"37,049.00"
51,735,VA,Poquoson city,"96,057.00"
51,740,VA,Portsmouth city,"47,343.00"
51,750,VA,Radford city,"39,254.00"
51,760,VA,Richmond city,"48,747.00"
51,770,VA,Roanoke city,"42,715.00"
51,775,VA,Salem city,"57,274.00"
51,790,VA,Staunton city,"47,319.00"
51,800,VA,Suffolk city,"69,753.00"
51,810,VA,Virginia Beach city,"76,520.00"
51,820,VA,Waynesboro city,"47,117.00"
51,830,VA,Williamsburg city,"52,845.00"
51,840,VA,Winchester city,"51,456.00"
53,000,WA,Washington,"74,023.00"
53,001,WA,Adams County,"52,012.00"
53,003,WA,Asotin County,"49,776.00"
53,005,WA,Benton County,"69,212.00"
53,007,WA,Chelan County,"57,243.00"
53,009,WA,Clallam County,"57,183.00"
53,011,WA,Clark County,"73,971.00"
53,013,WA,Columbia County,"53,700.00"
53,015,WA,Cowlitz County,"58,624.00"
53,017,WA,Douglas County,"65,912.00"
53,019,WA,Ferry County,"40,468.00"
53,021,WA,Franklin County,"60,483.00"
53,023,WA,Garfield County,"50,185.00"
53,025,WA,Grant County,"53,688.00"
53,027,WA,Grays Harbor County,"48,763.00"
53,029,WA,Island County,"65,987.00"
53,031,WA,Jefferson County,"55,893.00"
53,033,WA,King County,"94,822.00"
53,035,WA,Kitsap County,"76,530.00"
53,037,WA,Kittitas County,"55,624.00"
53,039,WA,Klickitat County,"56,503.00"
53,041,WA,Lewis County,"57,019.00"
53,043,WA,Lincoln County,"53,326.00"
53,045,WA,Mason County,"58,239.00"
53,047,WA,Okanogan County,"48,345.00"
53,049,WA,Pacific County,"46,365.00"
53,051,WA,Pend Oreille County,"49,750.00"
53,053,WA,Pierce County,"75,022.00"
53,055,WA,San Juan County,"62,249.00"
53,057,WA,Skagit County,"70,955.00"
53,059,WA,Skamania County,"64,344.00"
53,061,WA,Snohomish County,"87,096.00"
53,063,WA,Spokane County,"59,408.00"
53,065,WA,Stevens County,"51,183.00"
53,067,WA,Thurston County,"72,400.00"
53,069,WA,Wahkiakum County,"55,692.00"
53,071,WA,Walla Walla County,"57,329.00"
53,073,WA,Whatcom County,"62,262.00"
53,075,WA,Whitman County,"45,389.00"
53,077,WA,Yakima County,"51,377.00"
54,000,WV,West Virginia,"44,038.00"
54,001,WV,Barbour County,"39,776.00"
54,003,WV,Berkeley County,"59,619.00"
54,005,WV,Boone County,"38,110.00"
54,007,WV,Braxton County,"39,292.00"
54,009,WV,Brooke County,"48,342.00"
54,011,WV,Cabell County,"39,790.00"
54,013,WV,Calhoun County,"36,384.00"
54,015,WV,Clay County,"35,983.00"
54,017,WV,Doddridge County,"44,725.00"
54,019,WV,Fayette County,"37,867.00"
54,021,WV,Gilmer County,"38,173.00"
54,023,WV,Grant County,"42,146.00"
54,025,WV,Greenbrier County,"37,665.00"
54,027,WV,Hampshire County,"44,442.00"
54,029,WV,Hancock County,"47,299.00"
54,031,WV,Hardy County,"43,573.00"
54,033,WV,Harrison County,"47,942.00"
54,035,WV,Jackson County,"48,731.00"
54,037,WV,Jefferson County,"75,027.00"
54,039,WV,Kanawha County,"41,926.00"
54,041,WV,Lewis County,"40,691.00"
54,043,WV,Lincoln County,"39,766.00"
54,045,WV,Logan County,"34,894.00"
54,047,WV,McDowell County,"27,292.00"
54,049,WV,Marion County,"46,244.00"
54,051,WV,Marshall County,"50,064.00"
54,053,WV,Mason County,"43,050.00"
54,055,WV,Mercer County,"37,860.00"
54,057,WV,Mineral County,"48,578.00"
54,059,WV,Mingo County,"32,917.00"
54,061,WV,Monongalia County,"51,070.00"
54,063,WV,Monroe County,"38,171.00"
54,065,WV,Morgan County,"49,487.00"
54,067,WV,Nicholas County,"38,572.00"
54,069,WV,Ohio County,"48,689.00"
54,071,WV,Pendleton County,"40,415.00"
54,073,WV,Pleasants County,"50,768.00"
54,075,WV,Pocahontas County,"39,467.00"
54,077,WV,Preston County,"47,101.00"
54,079,WV,Putnam County,"61,995.00"
54,081,WV,Raleigh County,"41,298.00"
54,083,WV,Randolph County,"40,064.00"
54,085,WV,Ritchie County,"43,717.00"
54,087,WV,Roane County,"36,658.00"
54,089,WV,Summers County,"34,768.00"
54,091,WV,Taylor County,"46,370.00"
54,093,WV,Tucker County,"48,070.00"
54,095,WV,Tyler County,"46,054.00"
54,097,WV,Upshur County,"41,213.00"
54,099,WV,Wayne County,"38,704.00"
54,101,WV,Webster County,"34,054.00"
54,103,WV,Wetzel County,"44,685.00"
54,105,WV,Wirt County,"44,837.00"
54,107,WV,Wood County,"45,278.00"
54,109,WV,Wyoming County,"35,460.00"
55,000,WI,Wisconsin,"60,779.00"
55,001,WI,Adams County,"43,000.00"
55,003,WI,Ashland County,"44,627.00"
55,005,WI,Barron County,"50,344.00"
55,007,WI,Bayfield County,"53,637.00"
55,009,WI,Brown County,"62,097.00"
55,011,WI,Buffalo County,"59,087.00"
55,013,WI,Burnett County,"55,295.00"
55,015,WI,Calumet County,"72,645.00"
55,017,WI,Chippewa County,"59,528.00"
55,019,WI,Clark County,"55,245.00"
55,021,WI,Columbia County,"65,435.00"
55,023,WI,Crawford County,"49,200.00"
55,025,WI,Dane County,"71,789.00"
55,027,WI,Dodge County,"63,608.00"
55,029,WI,Door County,"61,221.00"
55,031,WI,Douglas County,"50,637.00"
55,033,WI,Dunn County,"57,506.00"
55,035,WI,Eau Claire County,"60,111.00"
55,037,WI,Florence County,"53,188.00"
55,039,WI,Fond du Lac County,"59,428.00"
55,041,WI,Forest County,"45,156.00"
55,043,WI,Grant County,"57,328.00"
55,045,WI,Green County,"63,160.00"
55,047,WI,Green Lake County,"55,512.00"
55,049,WI,Iowa County,"68,017.00"
55,051,WI,Iron County,"44,130.00"
55,053,WI,Jackson County,"52,919.00"
55,055,WI,Jefferson County,"65,831.00"
55,057,WI,Juneau County,"52,891.00"
55,059,WI,Kenosha County,"65,013.00"
55,061,WI,Kewaunee County,"63,612.00"
55,063,WI,La Crosse County,"60,619.00"
55,065,WI,Lafayette County,"60,711.00"
55,067,WI,Langlade County,"51,334.00"
55,069,WI,Lincoln County,"56,645.00"
55,071,WI,Manitowoc County,"56,466.00"
55,073,WI,Marathon County,"63,442.00"
55,075,WI,Marinette County,"50,670.00"
55,077,WI,Marquette County,"46,964.00"
55,078,WI,Menominee County,"40,682.00"
55,079,WI,Milwaukee County,"49,771.00"
55,081,WI,Monroe County,"58,391.00"
55,083,WI,Oconto County,"59,983.00"
55,085,WI,Oneida County,"53,805.00"
55,087,WI,Outagamie County,"65,993.00"
55,089,WI,Ozaukee County,"83,014.00"
55,091,WI,Pepin County,"56,348.00"
55,093,WI,Pierce County,"75,421.00"
55,095,WI,Polk County,"59,990.00"
55,097,WI,Portage County,"59,032.00"
55,099,WI,Price County,"47,032.00"
55,101,WI,Racine County,"60,349.00"
55,103,WI,Richland County,"53,050.00"
55,105,WI,Rock County,"57,675.00"
55,107,WI,Rusk County,"48,448.00"
55,109,WI,St. Croix County,"82,575.00"
55,111,WI,Sauk County,"57,256.00"
55,113,WI,Sawyer County,"46,490.00"
55,115,WI,Shawano County,"56,022.00"
55,117,WI,Sheboygan County,"61,906.00"
55,119,WI,Taylor County,"56,981.00"
55,121,WI,Trempealeau County,"56,978.00"
55,123,WI,Vernon County,"51,692.00"
55,125,WI,Vilas County,"47,198.00"
55,127,WI,Walworth County,"64,234.00"
55,129,WI,Washburn County,"50,482.00"
55,131,WI,Washington County,"75,799.00"
55,133,WI,Waukesha County,"87,333.00"
55,135,WI,Waupaca County,"58,648.00"
55,137,WI,Waushara County,"52,340.00"
55,139,WI,Winnebago County,"57,785.00"
55,141,WI,Wood County,"55,879.00"
56,000,WY,Wyoming,"62,259.00"
56,001,WY,Albany County,"47,561.00"
56,003,WY,Big Horn County,"55,195.00"
56,005,WY,Campbell County,"78,112.00"
56,007,WY,Carbon County,"61,773.00"
56,009,WY,Converse County,"68,162.00"
56,011,WY,Crook County,"64,053.00"
56,013,WY,Fremont County,"51,204.00"
56,015,WY,Goshen County,"51,676.00"
56,017,WY,Hot Springs County,"49,356.00"
56,019,WY,Johnson County,"57,676.00"
56,021,WY,Laramie County,"63,839.00"
56,023,WY,Lincoln County,"69,598.00"
56,025,WY,Natrona County,"64,714.00"
56,027,WY,Niobrara County,"51,036.00"
56,029,WY,Park County,"58,873.00"
56,031,WY,Platte County,"54,165.00"
56,033,WY,Sheridan County,"58,307.00"
56,035,WY,Sublette County,"74,570.00"
56,037,WY,Sweetwater County,"73,315.00"
56,039,WY,Teton County,"99,087.00"
56,041,WY,Uinta County,"63,401.00"
56,043,WY,Washakie County,"55,190.00"
56,045,WY,Weston County,"54,319.00"
